Product ID;Product Name;Category;Product Type;Channel;Season;Size;Stock Units;Demand Units;Price;Cost;Profit Margin
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Brussels;2018;M;13;13;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Brussels;2018;S;25;25;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Brussels;2018;XL;33;15;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Brussels;2018;XS;19;19;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Brussels;2018;XXS;11;11;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Brussels;2019;L;17;17;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Brussels;2019;M;12;12;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Brussels;2019;S;41;33;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Brussels;2019;XL;8;5;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Brussels;2019;XS;6;6;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Brussels;2019;XXS;18;18;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Brussels;2020;L;7;7;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Brussels;2020;M;3;3;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Brussels;2020;S;15;15;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Brussels;2020;XL;3;3;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Brussels;2020;XS;27;27;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Brussels;2020;XXS;14;14;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Brussels;2021;L;8;7;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Brussels;2021;M;28;28;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Brussels;2021;S;50;43;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Brussels;2021;XL;4;4;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Brussels;2021;XS;51;30;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Brussels;2021;XXS;6;6;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Brussels;2022;L;21;17;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Brussels;2022;M;16;16;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Brussels;2022;S;43;36;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Brussels;2022;XL;7;7;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Brussels;2022;XS;46;46;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Brussels;2022;XXS;7;7;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Brussels;2023;L;26;14;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Brussels;2023;M;41;36;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Brussels;2023;S;13;13;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Brussels;2023;XL;5;5;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Brussels;2023;XS;20;20;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Brussels;2023;XXS;17;17;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Brussels;2024;L;7;7;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Brussels;2024;M;50;34;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Brussels;2024;S;13;13;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Brussels;2024;XL;5;5;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Brussels;2024;XS;45;45;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Brussels;2024;XXS;6;6;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Brussels;2025;L;13;11;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Brussels;2025;M;11;11;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Brussels;2025;S;15;15;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Brussels;2025;XL;7;7;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Brussels;2025;XS;20;20;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Brussels;2025;XXS;27;27;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Copenhagen;2018;L;18;18;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Copenhagen;2018;M;27;27;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Copenhagen;2018;S;23;23;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Copenhagen;2018;XL;14;11;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Copenhagen;2018;XS;24;24;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Copenhagen;2018;XXS;17;17;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Copenhagen;2019;L;9;9;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Copenhagen;2019;M;44;40;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Copenhagen;2019;S;18;18;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Copenhagen;2019;XL;6;6;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Copenhagen;2019;XS;34;34;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Copenhagen;2019;XXS;8;8;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Copenhagen;2020;L;47;30;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Copenhagen;2020;M;56;52;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Copenhagen;2020;S;134;97;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Copenhagen;2020;XL;19;19;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Copenhagen;2020;XS;99;63;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Copenhagen;2020;XXS;64;50;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Copenhagen;2021;L;7;7;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Copenhagen;2021;M;93;51;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Copenhagen;2021;S;45;45;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Copenhagen;2021;XL;6;6;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Copenhagen;2021;XS;22;22;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Copenhagen;2021;XXS;51;45;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Copenhagen;2022;L;3;3;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Copenhagen;2022;M;14;14;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Copenhagen;2022;S;49;49;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Copenhagen;2022;XL;7;7;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Copenhagen;2022;XS;72;71;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Copenhagen;2022;XXS;14;14;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Copenhagen;2023;L;49;38;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Copenhagen;2023;M;45;32;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Copenhagen;2023;S;22;22;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Copenhagen;2023;XL;13;13;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Copenhagen;2023;XS;35;35;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Copenhagen;2023;XXS;10;10;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Copenhagen;2024;L;28;24;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Copenhagen;2024;M;44;44;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Copenhagen;2024;S;69;69;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Copenhagen;2024;XL;10;10;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Copenhagen;2024;XS;25;25;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Copenhagen;2024;XXS;28;28;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Copenhagen;2025;L;42;25;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Copenhagen;2025;M;43;43;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Copenhagen;2025;S;83;83;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Copenhagen;2025;XL;28;21;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Copenhagen;2025;XS;88;88;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Copenhagen;2025;XXS;18;18;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Helsinki;2018;L;14;14;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Helsinki;2018;M;85;39;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Helsinki;2018;S;13;13;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Helsinki;2018;XL;26;16;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Helsinki;2018;XS;23;23;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Helsinki;2018;XXS;79;40;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Helsinki;2019;L;2;2;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Helsinki;2019;M;27;27;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Helsinki;2019;S;55;55;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Helsinki;2019;XL;12;12;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Helsinki;2019;XS;12;12;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Helsinki;2019;XXS;23;23;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Helsinki;2020;L;22;22;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Helsinki;2020;M;25;25;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Helsinki;2020;S;52;50;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Helsinki;2020;XL;12;12;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Helsinki;2020;XS;29;29;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Helsinki;2020;XXS;63;37;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Helsinki;2021;L;15;15;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Helsinki;2021;M;34;34;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Helsinki;2021;S;92;68;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Helsinki;2021;XL;11;11;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Helsinki;2021;XS;84;79;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Helsinki;2021;XXS;66;46;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Helsinki;2022;L;8;8;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Helsinki;2022;M;35;35;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Helsinki;2022;S;33;33;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Helsinki;2022;XL;19;18;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Helsinki;2022;XS;89;74;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Helsinki;2022;XXS;33;33;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Helsinki;2023;L;30;25;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Helsinki;2023;M;57;56;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Helsinki;2023;S;80;80;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Helsinki;2023;XL;3;3;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Helsinki;2023;XS;25;25;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Helsinki;2023;XXS;11;11;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Helsinki;2024;L;25;24;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Helsinki;2024;M;48;48;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Helsinki;2024;S;127;72;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Helsinki;2024;XL;6;6;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Helsinki;2024;XS;84;59;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Helsinki;2024;XXS;19;19;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Helsinki;2025;L;60;44;42,00;12,50;2,36
093KT7ZK38;Cream T-Shirt;Womenswear;T-shirt;Helsinki;2025;M;171;70;42,00;12,50;2,36
